activity_id,assay_id,molregno,smiles,standard_type,mdck_value,units,assay_description,canonical_smiles,papp_cms_mdck,log10_mdck
1684918,334152,339699,CCCC[C@@H](/C=N/NC(=O)N1CCCC1)NC(=O)OC(C)(C)C,Papp,200.0,nm/s,Permeability across MDCK cells,CCCC[C@@H](/C=N/NC(=O)N1CCCC1)NC(=O)OC(C)(C)C,2.0000000000000002e-07,-6.698970004336019
1684931,334152,339579,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1,Papp,140.0,nm/s,Permeability across MDCK cells,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1,1.4e-07,-6.853871964321762
1684932,334152,339731,CCCC[C@@H](/C=N/NS(=O)(=O)N(C)C)NC(=O)OC(C)(C)C,Papp,770.0,nm/s,Permeability across MDCK cells,CCCC[C@@H](/C=N/NS(=O)(=O)N(C)C)NC(=O)OC(C)(C)C,7.7e-07,-6.113509274827519
1684933,334152,339604,CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C,Papp,150.0,nm/s,Permeability across MDCK cells,CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C,1.5000000000000002e-07,-6.823908740944319
1684934,334152,339603,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C,Papp,62.0,nm/s,Permeability across MDCK cells,CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)OC(C)(C)C,6.2e-08,-7.2076083105017466
1690211,336835,42236,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,permeability,5.7,10^-5 cm/s,Permeability in MDCK cells at 10 uM,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,5.7e-05,-4.2441251443275085
1690213,336835,340533,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O,permeability,4.7,10^-5 cm/s,Permeability in MDCK cells at 10 uM,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O,4.7000000000000004e-05,-4.327902142064283
1690214,336835,340475,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1C[C@H](C)CN(S(=O)(=O)c2ccccn2)CC1=O,permeability,4.9,10^-5 cm/s,Permeability in MDCK cells at 10 uM,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1C[C@H](C)CN(S(=O)(=O)c2ccccn2)CC1=O,4.9000000000000005e-05,-4.309803919971486
1690215,336835,340745,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1C(=O)CN(S(=O)(=O)c2ccccn2)CC[C@@H]1C,permeability,5.5,10^-5 cm/s,Permeability in MDCK cells at 10 uM,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1C(=O)CN(S(=O)(=O)c2ccccn2)CC[C@@H]1C,5.5e-05,-4.259637310505756
1698917,341075,342793,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Cc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Papp,410.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Cc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,4.1000000000000004e-07,-6.3872161432802645
1698922,341075,342807,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nnc(C(F)(F)F)s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,Papp,120.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nnc(C(F)(F)F)s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,1.2000000000000002e-07,-6.920818753952375
1698923,341075,342806,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nc3ccccc3s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,Papp,250.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nc3ccccc3s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,2.5000000000000004e-07,-6.6020599913279625
1698924,341075,342805,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Nc2ccc(C(F)(F)F)cc2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,Papp,18.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Nc2ccc(C(F)(F)F)cc2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,1.8000000000000002e-08,-7.7447274948966935
1698925,341075,342827,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Nc2c(C)noc2C)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Papp,12.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Nc2c(C)noc2C)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,1.2000000000000002e-08,-7.920818753952375
1698926,341075,342826,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2cccnc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Papp,210.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2cccnc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,2.1e-07,-6.6777807052660805
1698927,341075,342825,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2ccno2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Papp,480.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2ccno2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,4.800000000000001e-07,-6.318758762624412
1698928,341075,342686,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)NCc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,Papp,210.0,nm/s,Permeability in MDCK cell line,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)NCc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,2.1e-07,-6.6777807052660805
1873666,435429,380320,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOC[C@H]2C(=O)N2CCC(CC(=O)O)CC2)cc1,Papp,0.02,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOC[C@H]2C(=O)N2CCC(CC(=O)O)CC2)cc1,2e-08,-7.698970004336019
1873748,435429,380273,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1C,Papp,0.7,10^-6 cm/s,Apparent permeability across MDCK cells,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1C,7e-07,-6.154901959985743
1873749,435429,380277,COc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1OC,Papp,0.44,10^-6 cm/s,Apparent permeability across MDCK cells,COc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1OC,4.3999999999999997e-07,-6.356547323513813
1873750,435429,380275,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br,Papp,2.65,10^-6 cm/s,Apparent permeability across MDCK cells,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br,2.6499999999999996e-06,-5.576754126063192
1873751,435429,380274,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl,Papp,1.7,10^-6 cm/s,Apparent permeability across MDCK cells,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl,1.6999999999999998e-06,-5.769551078621726
1873752,435429,380282,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br,Papp,3.0,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br,3e-06,-5.522878745280337
1873753,435429,380281,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl,Papp,3.0,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl,3e-06,-5.522878745280337
1873754,435429,380280,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C,Papp,0.25,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C,2.5e-07,-6.6020599913279625
1873755,435429,380292,O=C(Nc1ccccc1Br)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,Papp,3.4,10^-6 cm/s,Apparent permeability across MDCK cells,O=C(Nc1ccccc1Br)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,3.3999999999999996e-06,-5.468521082957745
1873756,435429,380291,O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,Papp,4.49,10^-6 cm/s,Apparent permeability across MDCK cells,O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,4.49e-06,-5.347753658996677
1873757,435429,380289,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,Papp,1.92,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,1.92e-06,-5.716698771296451
1873758,435429,380288,O=C(Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br,Papp,5.25,10^-6 cm/s,Apparent permeability across MDCK cells,O=C(Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br,5.25e-06,-5.279840696594043
1873759,435429,380287,O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,5.5,10^-6 cm/s,Apparent permeability across MDCK cells,O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,5.5e-06,-5.259637310505756
1873760,435429,380286,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,2.68,10^-6 cm/s,Apparent permeability across MDCK cells,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.68e-06,-5.5718652059712115
1949694,441212,393174,CCCC[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc21)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,150.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc21)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,1.5000000000000002e-07,-6.823908740944319
1949699,441212,393162,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1,Papp,91.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1,9.100000000000001e-08,-7.040958607678906
1949700,441212,393170,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccncc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,68.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccncc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,6.8e-08,-7.167491087293763
1949701,441212,393168,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,190.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(-c2ccc(C(F)(F)F)cc2)c1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,1.9e-07,-6.721246399047171
1949702,441212,393167,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(C(F)(F)F)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,340.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(C(F)(F)F)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,3.4000000000000003e-07,-6.468521082957745
1949703,441212,393165,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,160.0,nm/s,Apparent permeability across MDCK cells,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,1.6e-07,-6.795880017344075
1949704,441212,393164,C[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,Papp,300.0,nm/s,Apparent permeability across MDCK cells,C[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1,3.0000000000000004e-07,-6.522878745280337
2171901,479252,352807,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,Papp,34.0,10^-6 cm/s,Apparent permeability from apical to basolateral side in dog MDCK cells,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,3.4e-05,-4.468521082957745
2171904,479252,425910,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2ncsc2c1,Papp,0.2,10^-6 cm/s,Apparent permeability from apical to basolateral side in dog MDCK cells,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2ncsc2c1,2e-07,-6.698970004336019
2171905,479252,425909,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2occc2c1,Papp,3.8,10^-6 cm/s,Apparent permeability from apical to basolateral side in dog MDCK cells,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2occc2c1,3.7999999999999996e-06,-5.42021640338319
2171906,479252,425914,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1cc2ccoc2cn1,Papp,21.0,10^-6 cm/s,Apparent permeability from apical to basolateral side in dog MDCK cells,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1cc2ccoc2cn1,2.1e-05,-4.6777807052660805
2453735,487584,468474,CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1.Cl,permeability,521.0,nm/s,Permeability across MDCK cells,CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1,5.210000000000001e-07,-6.283162276700476
2453736,487584,467707,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1.Cl,permeability,318.0,nm/s,Permeability across MDCK cells,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,3.18e-07,-6.497572880015567
2453737,487584,468562,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl,permeability,360.0,nm/s,Permeability across MDCK cells,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C,3.6000000000000005e-07,-6.443697499232712
2515662,499522,460015,O=C([C@@H]1C[C@H](N2CCN(c3noc4ccccc34)CC2)CN1)N1CCC(F)(F)C1,Papp,18.6,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3noc4ccccc34)CC2)CN1)N1CCC(F)(F)C1,1.86e-05,-4.730487055782084
2515667,499522,460084,O=C([C@@H]1C[C@H](N2CCN(c3cnccn3)CC2)CN1)N1CCC(F)(F)C1,Papp,9.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3cnccn3)CC2)CN1)N1CCC(F)(F)C1,9.4e-06,-5.026872146400302
2515668,499522,460085,O=C([C@@H]1C[C@H](N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCC(F)(F)C1,Papp,16.3,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCC(F)(F)C1,1.63e-05,-4.787812395596042
2515669,499522,460086,N#Cc1cccnc1N1CCN([C@@H]2CN[C@H](C(=O)N3CCC(F)(F)C3)C2)CC1,Papp,10.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,N#Cc1cccnc1N1CCN([C@@H]2CN[C@H](C(=O)N3CCC(F)(F)C3)C2)CC1,1.04e-05,-4.982966660701219
2515671,499522,460151,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCCC1,Papp,5.7,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCCC1,5.7e-06,-5.2441251443275085
2515672,499522,460152,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@@H](F)C1,Papp,11.6,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@@H](F)C1,1.1599999999999999e-05,-4.935542010773082
2515673,499522,460153,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@H](F)C1,Papp,8.5,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@H](F)C1,8.5e-06,-5.070581074285707
2515674,499522,460154,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1C[C@@H](F)[C@@H](F)C1,Papp,3.7,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1C[C@@H](F)[C@@H](F)C1,3.7e-06,-5.431798275933005
2515675,499522,459212,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1C[C@@H](F)[C@H](F)C1,Papp,15.6,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1C[C@@H](F)[C@H](F)C1,1.56e-05,-4.806875401645539
2515676,499522,459213,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC(F)(F)C(F)(F)C1,Papp,23.0,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC(F)(F)C(F)(F)C1,2.3e-05,-4.638272163982407
2515677,499522,459214,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC1,Papp,2.7,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC1,2.7e-06,-5.568636235841013
2515678,499522,459215,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC(F)C1,Papp,12.8,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC(F)C1,1.28e-05,-4.892790030352132
2521686,500711,480168,CC(C)c1nn(C)c2c(=O)[nH]c(Cc3ccccc3OCCN3CCOCC3)nc12,Papp,34.0,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1nn(C)c2c(=O)[nH]c(Cc3ccccc3OCCN3CCOCC3)nc12,3.4e-05,-4.468521082957745
2521687,500711,480095,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3cccc(Cl)c3)nc12,Papp,17.0,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3cccc(Cl)c3)nc12,1.7e-05,-4.769551078621726
2521688,500711,480167,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3ccccc3OCCN3CCOCC3)nc12,Papp,15.0,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3ccccc3OCCN3CCOCC3)nc12,1.4999999999999999e-05,-4.823908740944319
2521689,500711,480238,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3Nc3ncccn3)nc12,Papp,13.0,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3Nc3ncccn3)nc12,1.3e-05,-4.886056647693163
2521690,500711,480096,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3ccccc3OC(F)(F)F)nc12,Papp,10.8,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(Cc3ccccc3OC(F)(F)F)nc12,1.08e-05,-4.966576244513051
2521695,500711,480169,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3OCCN3CCOCC3)nc12,Papp,6.3,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3OCCN3CCOCC3)nc12,6.3e-06,-5.200659450546419
2521705,500711,480237,Cc1ccc(N[C@@H]2CCCC[C@H]2Cc2nc3c(C(C)C)n[nH]c3c(=O)[nH]2)nn1,Papp,1.7,10'-6 cm/s,Apparent permeability across MDCK cells,Cc1ccc(N[C@@H]2CCCC[C@H]2Cc2nc3c(C(C)C)n[nH]c3c(=O)[nH]2)nn1,1.6999999999999998e-06,-5.769551078621726
2521711,500711,480235,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)CC3CCOCC3)nc12,Papp,0.75,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)CC3CCOCC3)nc12,7.5e-07,-6.1249387366083
2521712,500711,480236,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)NCCCN3CCOCC3)nc12,Papp,0.7,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)NCCCN3CCOCC3)nc12,7e-07,-6.154901959985743
2521715,500711,480170,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)CN3CCCC3)nc12,Papp,0.5,10'-6 cm/s,Apparent permeability across MDCK cells,CC(C)c1n[nH]c2c(=O)[nH]c(C[C@@H]3CCCC[C@H]3NC(=O)CN3CCCC3)nc12,5e-07,-6.301029995663981
2477347,536257,380286,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,2.7,10'-6 cm/s,Apparent permeability from apical to basolateral side of MDCK cell membrane at 10 uM after 1 hr,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.7e-06,-5.568636235841013
2477386,536257,512700,Cc1ccc(F)cc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,2.6,10'-6 cm/s,Apparent permeability from apical to basolateral side of MDCK cell membrane at 10 uM after 1 hr,Cc1ccc(F)cc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.6e-06,-5.585026652029182
2477387,536257,512552,Cc1cc(F)ccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,1.2,10'-6 cm/s,Apparent permeability from apical to basolateral side of MDCK cell membrane at 10 uM after 1 hr,Cc1cc(F)ccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,1.2e-06,-5.920818753952375
2477388,536257,512458,Cc1c(F)cccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,Papp,2.4,10'-6 cm/s,Apparent permeability from apical to basolateral side of MDCK cell membrane at 10 uM after 1 hr,Cc1c(F)cccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.4e-06,-5.619788758288394
2477389,536257,512457,Cc1cc(NC(=O)Nc2ccccc2Br)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1,Papp,4.7,10'-6 cm/s,Apparent permeability from apical to basolateral side of MDCK cell membrane at 10 uM after 1 hr,Cc1cc(NC(=O)Nc2ccccc2Br)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1,4.7e-06,-5.327902142064283
